,name,tweet,retweets,location,created,followers,is_user_verified
233,kiptepkowong,"#RejectBBI

They did not want to open up the report for consensus but opened it up to add some topping to their already big cake. What is there for the hustlers? https://t.co/GBlyxGLzGf",0,Dunga Unuse,10-Nov-2020,181,False
234,MigunaMiguna,"As tens of millions of Kenyan youth are unemployed and tens of millions are homeless, starving and are being harassed and brutalized by the @PoliceKE, old, tired, senile and corrupt old men and their mistresses are SCHEMING in 5-Star tourist resorts to cling to power. #RejectBBI",43,miguna@kmmlawyers.com,10-Nov-2020,1303849,True
235,Mugo__john,"💯💯💯💯
Absolutely on point.
#RejectBBI #BBINonsense. https://t.co/dpNFcyTDyy",1,"Nakuru, Kenya",10-Nov-2020,3318,False
236,KwanBoKiptoo,@kipmurkomen Survival tactics for tendawili. #RejectBBI,0,,10-Nov-2020,388,False
237,Obagalito254,"Useless... This chest thumping will embarrass you come 2022
#RejectBBI https://t.co/0IOp9GbLVC",0,"Nairobi, Kenya",10-Nov-2020,504,False
238,Freed_Mindz,"#tuesdayvibe
The sad thing about this #rejectbbi is that amendments being proposed is to include selfish interests and not Kenyans.
It's an opportunity to grab as much.
Pensions,no education for leaders I don't know what.
We don't need bbi inthe best place",0,Namibia,10-Nov-2020,401,False
239,kiplakipla1,"@TheStarKenya @RailaOdinga 🤣🤣this thing is not for Kenyans 
Iko na wenyewe#RejectBBI",1,Kenya,10-Nov-2020,320,False
240,nathanrobe,this @RailaOdinga will solely blame for the downfall of #BBI. #rejectBBI if not amended. #BBINonsense https://t.co/zRpMsdGd2b,0,Nairobi Kenya,10-Nov-2020,1489,False
241,Stanley43499637,"@MigunaMiguna @RailaOdinga Maybe they are looking into it. Meanwhile, #RejectBBI",0,,10-Nov-2020,6,False
242,KoronyaMartin1,"@RailaOdinga How is chinese consered with BBİ fraud? Wacha kutuchukulia kaa watoto.
#RejectBBI",0,"Nairobi, Kenya",10-Nov-2020,1073,False
243,Francix_Munyoki,Baba will have to BLAME himself &amp; his brother Uhuru for accepting BBI amendments from DP Ruto. Ruto &amp; co. will give out their tricky proposals which will DESTROY BBI main PURPOSE of stopping one Man DP Ruto hence lead to its downfall! #RejectBBI,3,"Coast, Kenya",10-Nov-2020,1711,False
244,MigunaMiguna,"Now that Conman @RailaOdinga and Despot Uhuru Kenyatta have met Kenya's oligarchs and thieves they always meet with in 5-Star Tourist Resorts in Naivasha and drunk themselves silly over the #BBIFraud, when are they inviting Kenyan HUSTLERS to Naivasha? #RejectBBI",46,miguna@kmmlawyers.com,10-Nov-2020,1303849,True
245,Simon_Dedan,"Today we are singing about  the new commuter train ,where did the brt project go? #UhuruNaKazi #RejectBBI #jayden #tuesdayvibe #NairobiCommuterService #NairobiCommuterRail #Nairobi #UhuruFixingNairobi #uhurumustgo",0,Nairobi,10-Nov-2020,1389,False
246,Daisykenyan,@bobjamwa I am for #RejectBBI because  I don't understand and its beyond my brain.,0,Munich Germany,10-Nov-2020,14499,False
247,iDedan_,Spot on!!!! A sentence Whole Truth abt the  fraud crookedly concealed in #BBINonsense a bait too wicked for KE🇰🇪 #RejectBBI in totality. https://t.co/P7kHwNYE2g,0,kenya🇰🇪,10-Nov-2020,1167,False
248,gina_maha,#RejectBBI Why do we need Chinese input on matters BBI? https://t.co/KvSZZwaEAW,1,kenya,10-Nov-2020,1812,False
249,gina_maha,Why would we need Chinese input on BBI? #RejectBBI https://t.co/pItIDui4LI,5,kenya,10-Nov-2020,1812,False
250,MbathaKennedy,@nduyamuthama I support you Kiamba. Leadership has little to do with education level but a lot to do with ability to influence people to move in the same direction as you lead. #RejectBBI,0,"Nairobi, Kenya",10-Nov-2020,1368,False
251,KNdasat,@citizentvkenya 😂😂😂 - I hope the talks ended at   @TheODMparty house.   @StateHouseKenya #UhuruKenyatta pls we dont want #china vaccine. They may want our country in exchange. #coronaviruskenya #RejectBBI #BBINonsense #BBIReport #RailaMustFall,0,Kenya,10-Nov-2020,82,False
252,Gachari_ke,"You put poison in the milk and then you force me to take it, convincing me it's milk 😁.
That's the same story with the BBI report ☝☝
#RejectBBI 

#tuesdayvibe
#LipaNaMpesa",0,Nairobi,10-Nov-2020,505,False
253,KwanBoKiptoo,"@AbdikadirMohami MEDICAL FRATERNITY and YOUTHS reservations thrown under the bus!!!.......... HSC and YC should be anchored in the constitutions with its clear mandate like other commissions, otherwise bado sisi tuna #RejectBBI",0,,10-Nov-2020,388,False
254,solo_ambuku,"@AstronautKE Indeed, the puffed up and haughty #BBINonsense brokers will fall flat on their faces, as #UhuruOrphans pile up, in the sunset days of the #LameDuckPresident Uhuru Kenyatta, as he takes his final bow. #RejectBBI , #BBIFraud in #Naivasha ! 😷🤕👊 https://t.co/Y0W1rKwH4d",1,"Mombasa, Kenya.",10-Nov-2020,36467,False
255,solo_ambuku,"@NdunguWainaina Indeed! #RejectBBI , #BBINonsense , #DynastiesMustFall ! #Naivasha 😷🤕👊 https://t.co/eYhxLH54M9",1,"Mombasa, Kenya.",10-Nov-2020,36467,False
256,Cosmic_Boom,@davidmakali1 @MagufuliJP Hypocritical Raila cannot call out the evils of his buddy! He must be a Dictator himself too masquerading as a Democrat! #RejectBBI,0,,10-Nov-2020,1333,False
257,Cosmic_Boom,"@ledamalekina @RailaOdinga We will still vote NO, Pia USA ni Winner Takes it All... #RejectBBI",0,,10-Nov-2020,1333,False
258,NelsonMandiba1,"@JosephofKenya #RejectBBI ,
GMR is not negotiable.
I don't want BBI,wagebill must go down.
Let that wakili to tell us more about KEMSA HEIST.",0,,10-Nov-2020,5,False
259,NelsonMandiba1,"@KamemeFm101 
#RejectBBI ,wakili usio nīkùrihwo arīhītwo atwonithie bbi ninjega.
I will reject it.
GMR is a must.
We know how to read.
We don't need PM,DPMs ,more senators and additional MPS.",0,,10-Nov-2020,5,False
260,Morray_Morris,"Have you heard of #Bitzlato and #Bitcoin trading?
Join the marketplace where you can receive funds, send or trade #Bitcoin for Kenyan Shillings 
Link to the exchange https://t.co/brFj6gy30E

For easy customer support https://t.co/sAY6vAEeiW
#Ruto #RejectBBI #Researchpaper #Locked https://t.co/gE5xWIOFxO",0,"Nairobi, Kenya",10-Nov-2020,588,False
261,IamJinyx,"Poor Leadership. Each and everyday, the conversation is #BBI. Non of these leaders meet even once to discuss Covid19 pandemic. This  snake called bbi is just about power and nothing.
#Covid19 
#RejectBBI
#BbiNonsense",0,Nairobi,10-Nov-2020,3239,False
262,ochegoken,"@WilliamsRuto Today is the Pastoralists, tomorrow another community GROUP. Bbi is definatley NOT representative of ALL Kenyans despite having costed the taxpayer BILLIONS. It's absurd to trust that a A ONE MAN Driven Document will solve the problem of millions of people. #RejectBBI",0,,10-Nov-2020,1019,False
263,ChariantoSenior,"The only document Kenyans should be discussing is Punguza Mzigo.
#RejectBBI
#PunguzaMzigo
If they won't listen to the cries of the common mwananchi",0,"Ongata Rongai, Kenya",10-Nov-2020,44,False
264,lukekiema1,@NationBreaking Disgusting ADAMS OLOO okayed this mess to be inserted in the #BBIReport.What a trash! #RejectBBI,0,Nairobi Kenya,10-Nov-2020,693,False
265,ChemengoReuben,"@MigunaMiguna @MagufuliJP @KagutaMuseveni Dictatorship has become common thing in east Africa, you gave someone oath and you were deported and the one who took oath is now eating Kenyans flesh with Uhuru... Uhuru will be on books as the worst president kenya has ever had
#RejectBBI",0,Kitale,10-Nov-2020,19,False
266,Pmwanyosh,Finally someone asking the right questions. If the answers are not in the BBI then I shall gladly #RejectBBI https://t.co/mLfEU1q9aV,0,"Kitengela, Kajiado County",10-Nov-2020,259,False
267,omari_omwaniki,#BBINonsense iS A FUCKING SCAM! ..#RejectBBI https://t.co/KaocW77kR8,0,Nbi,10-Nov-2020,882,False
268,MwangP01,"BBI deconstructed👇🏽:

#RejectBBI https://t.co/XhVZiLZ6An",0,Kenya,10-Nov-2020,3323,False
269,MaynAce_,#RejectBBI team have not come up with any counter solution so far that will act as an alternative to the released proposal...,0,☁️☁️,10-Nov-2020,609,False
270,ChurchRodent,"...""The #BBIReport MUST be reworked otherwise we will vehemently REJECT it #RejectBBI"", Kenya is BIGGER than Ruto, Uhuru and Raila. Aluta Continua. Viva!... Courtesy @johnnjenga https://t.co/zoDWExb5sf",2,Nairobi,10-Nov-2020,46698,False
271,johnnjenga,"When Ruto, Raila, Waititu and all of us are long gone, Kenya will remain. Americans are shocked that a dictatorial figure could emerge in USA in the 21st century. Institutions that check each other are the best. Kenya's BBI report MUST be reworked otherwise REJECT it #RejectBBI . https://t.co/Z2m1uFJf6M",44,"Frankfurt am Main, Germany",10-Nov-2020,100458,False
272,zackwangi,The only document Kenyans should be discussing is Punguza Mzigo. The letter and spirit behind BBI is wrong. #RejectBBI #PunguzaMzigo,0,Kenya,10-Nov-2020,228,False
273,IamJinyx,"“We gave our views but they were not considered by BBI taskforce” - IEBC Chair Wafula Chebukati 

We must build consensus and everybody must be brought on board &amp; heard. DP Ruto says must have a WIN-WIN conversation. 
#NationalConversation OR #RejectBBI",0,Nairobi,10-Nov-2020,3239,False
274,mknosmas,It doesn't matter who supports this snake. BBI remains the greatest fraud on Kenyans by the political class. #RejectBBI #BBINonsense #BBIFraud https://t.co/bv79jTVwwh,0,"Nairobi, Kenya🇰🇪",10-Nov-2020,1424,False
275,sammykungum,Our weakness lies in our political leadership #rejectbbi #kunguforpresident,0,Nairobi,10-Nov-2020,121,False
276,Farm_Pesa,"We are about supporting #farmers sell their farm produce at @Farm_Pesa  
 #FarmPesa #IkoKaziKE #UhuruNaKazi #RejectBBI #KameneAndJalas #LipaNaMpesa #AMAs #tuesdayvibe  Ruto Eastleigh Mimi Somalia Pombe Nelson",0,"Nairobi, Kenya",10-Nov-2020,1032,False
277,NaendaHiviNakam,@mshaurikenya @NationAfrica He is the ONE set to benefit the most from it literally and politically. #ReadToReject #BBINonsense #RejectBBI,0,+254,10-Nov-2020,200,False
278,KwanBoKiptoo,"The cows: @edwinsifuna and @MbadiHon , what is your take now?,,,,ruBBIsh MUST be OPENED #RejectBBI https://t.co/zYkVt5XwbQ",0,,10-Nov-2020,388,False
279,NyeriMp_2022,"@Ali_Manzu @KTNNewsKE Not only that, but everything else is dictatorial, unfair and hypocritical. #RejectBBI",0,"Nairobi. Home Town, NY",10-Nov-2020,1433,False
280,magaremagara,"@WilliamsRuto Whether progressive or not, we do not need this BBI. #RejectBBI",0,kenya,10-Nov-2020,339,False
281,IamJinyx,"Kibaki build roads and infrastructure, improved economy but we didn't hear noises like #KibakiNaKazi just like #UhuruNaKazi and there's little to show. 
#tuesdayvibe #RejectBBI #BBINonsense",0,Nairobi,10-Nov-2020,3239,False
282,solo_ambuku,"@TheStarKenya Kenyans want #BBINonsense withdrawn all together, they did not requisition for it. The only document Kenyans recognise is the #Constitution ""We The People"" promulgated in 2010, others are love letters exchanged strange bed fellows. #BBIReport = #BBIFraud = scam. #RejectBBI 😷🤕👊 https://t.co/JlmrkD02cu",6,"Mombasa, Kenya.",10-Nov-2020,36467,False
283,grac_iemk,"@ItimuNjururi @ItsMutai Are you okay in your head? They had 7 years to help this country,all they did was destroy it,what makes you think anything they are pushing for is good for us?? You're supposed to know that anything supported by this government is bad for common mwananchi
RejectBBI at all costs",0,"Nairobi, Kenya",10-Nov-2020,1216,False
284,mwais12,"@StandardKenya The BBI report should be Rejected.

At no one point is changing the 2010 constitution beneficial to anyone but the few selected leaders who campaign for it!

#RejectBBI",0,,10-Nov-2020,29,False
285,ItsRosaH,"One of the main objectives of BBI is to get rid off women in leadership
#RejectBBI #BBINonsense 
https://t.co/kpTfATUjNl",0,"Nairobi, Kenya",10-Nov-2020,519,False
286,babgye,@ItsMutai Obado has joined the BBI Train.........believe you me........this came is going nowhere....... #RejectBBI #BBINonsense #railamustfall #railamustfall...... ......... https://t.co/HBgBwmtzU9,0,"Bungoma, Kenya",10-Nov-2020,985,False
287,AustineMaina7,@Kiss100kenya @KameneGoro @JalangoMwenyewe This thing is a scam it only favours  this tycoons but the normal mwanainchi hakuna #RejectBBI,1,kakamega,10-Nov-2020,10,False
288,AggreyMabolo,"@ledamalekina 
@RailaOdinga 
The so called ""pastoralists"" I thought there were rallies ""the reggaes""that was collecting proposals all over kumbe all that was https://t.co/yS1bCsjrRK end of day it's Kibicho who inserted the expanded executive .#RejectBBI https://t.co/uI4ujjvZYY",0,,10-Nov-2020,153,False
289,kibor_kifra,"@KameneGoro @Kiss100kenya @JalangoMwenyewe It's is a document for dynasties to acquire power. Tutaiangusha.
#RejectBBI",1,"Mombasa, Kenya",10-Nov-2020,911,False
290,EnochCheruiyot6,"Redmi note 9 Pro Available now 🔥

Kshs @28499

We give out free delivery countywide

Call or text 0727226137.

We are located in SASA Shopping Mall along moi avenue Nairobi CBD.
Kumbe
#jengajirani 
Locked
Verdy
RUTO
#RejectBBI https://t.co/iJUZYzOMM0",0,,10-Nov-2020,4725,False
291,NjoroK,@NationAfrica Now that every leader is pushing for his own intrests in the BBI  who will present my interest?? I will #RejectBBI,0,kikuyu,10-Nov-2020,30,False
292,KinotiJimm,"For all good reasons, Kenyans are being loaded with enormous burden they can't afford or handle... 
#RejectBBI https://t.co/ZNwLr6hcGj",0,Globally.,09-Nov-2020,4655,False
293,Yvonne79566268,It’s another good day to #RejectBBI,0,,09-Nov-2020,11,False
294,David1Mutai,"There will be No Referendum: Let’s all get used to that fact and stop talking about amendments to nowhere. 

The KShs. 14 Billion will be used to acquire the Coronavirus vaccine for the 40 Million Kenyans.

We cannot spend money on a plebiscite instead of saving lives!#RejectBBI https://t.co/jb4b8Hpna1",5,,09-Nov-2020,8358,False
295,OguguRobert,"#DearRuto now see, Raila Odinga has become the BBI taskforce. He is receiving views.

#BBIFraud #BBIReport #BBINonsense #RejectBBI",0,Kenya,09-Nov-2020,15196,False
296,OguguRobert,#DearRuto just #RejectBBI and you'll be great.,0,Kenya,09-Nov-2020,15196,False
297,ndukoomatigere,"There’s nothing wrong with the winner takes it all thing. In elections some  win &amp; others lose. What Kenya needs:

1. Implement #Chapter6

2. An @IEBCKenya gives us full electoral justice &amp; integrity: count all votes &amp; all votes count

3. Winners serve ALL Kenyans

4. #RejectBBI",2,"Nairobi, Kenya",09-Nov-2020,927,False
298,wanderi55,"@janewarwinu @KJeremiahN And 34Billion #BBIReport (20Billion kutoka maoni, 14 Billion referendum) to help the youth by Your Excellency President Uhuru Kenyatta
🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
#RejectBBI",0,"Nairobi, Kenya",09-Nov-2020,6657,False
299,Ephraim063,"@governorkibwana @WMutunga @KenyaGovernors Prof. We (hopeful Kenyans) request you to put up presidential character, personally I feel you are soo subtle with modern day politics and you seem to be easy with the BBI fraud. Be the one to resoundingly say #RejectBBI!",0,,09-Nov-2020,53,False
300,patrickngatia_,@IanMbugua This is why we should #RejectBBI,0,Nairobi,09-Nov-2020,268,False
301,solo_ambuku,"@DisasterKenya Confirmed, #BBI is trash, #RejectBBI , #BBINonsense 😷🤕 https://t.co/WvYwOqwcaR",0,"Mombasa, Kenya.",09-Nov-2020,36467,False
302,mr_bairon,"@WilliamsRuto _Kenyan Youths Celebrates that they will have a tax holiday of 7 years when they don't even have capital to start any business, but why...

#RejectBBI..!🚮
#MbelePamoja..!👊🤝
#RutoMileleDaima..!💪☝️✋_",0,"Oyugis, Kenya",09-Nov-2020,19,False
303,NaijaJeodax,"Breaking: UAE convicts 6 Nigerians, including a government official for sponsoring Boko Haram 

#Naijajeodax #ThePowerOfTacha,#AMAs
#COVID19 #RejectBBI,#VoteKiddwaya
#AssassinsCreed #4corners https://t.co/xT0ws0zuLz",0,,09-Nov-2020,2238,False
304,TMutheki,@davidmakali1 @HabBradley @WeruNyaga @mohammedhersi @ezraCHILOBA That is Kenyans will #RejectBBI,0,"Westlands, Nairobi, Kenya",09-Nov-2020,2129,False
305,TMutheki,"@WeruNyaga @HabBradley @davidmakali1 @mohammedhersi @ezraCHILOBA Just because one Lord of poverty wants to be the King. #RejectBBI 
#BBINonsense",0,"Westlands, Nairobi, Kenya",09-Nov-2020,2129,False
306,PaulMaliachi,@acenyake @EstherPassaris Perennial loser follower. It'll end in premium tears. #RejectBBI,0,"Nairobi, Kenya",09-Nov-2020,361,False
307,PartridgeMJ,"@RailaOdinga All these canvassing border on bribery for acceptance of something everyone is suspect about!
Which political gatherings are these that @StateHouseKenya banned or BBI campaigns are religious gatherings?
KIZURI CHA JIUZA, KIBAYA CHA JITEMBEZA!
#RejectBBI 🍉 Thanks",0,"Nairobi,Kenya",09-Nov-2020,628,False
308,IamBilser,@governorkibwana @WMutunga @KenyaGovernors #RejectBBI Implement 2010 constitution fully,0,,09-Nov-2020,342,False
309,Wilsonm62218818,"Hustler Nation No joke. Uhuraila have started to show signs of Cawardice. Bows to RUTO's demands, that bbi 🐍 can be amended. 
We will push them to a tight corner. 
#SayNoToBBI #RejectBBI.",0,Bungoma,09-Nov-2020,124,False
310,IamJinyx,@o_abuga Raila is looking for all means to be president but he will never be one. #BBINonsense #RejectBBI,0,Nairobi,09-Nov-2020,3239,False
311,KNdasat,@citizentvkenya @StateHouseKenya @JubileePartyK this is not the imagine of #UhuruKenyatta. For a man to call another old man idiot is Unacceptable. @Prof_magoha is not a leader. Please fire him immediately. #fireCSMagoha #RejectBBI #BBINonsense #BBIReport,0,Kenya,09-Nov-2020,82,False
312,charles_nzaro,@BattistaOmondi @Charlie_Jr4 #RejectBBI by all means,0,Kenya,09-Nov-2020,1679,False
313,OkodeOkumu,"@JCheruiyotJ Yet, it is an obvious fact that when you steal elections, there must be spontaneous demonstrations. It is the police militarised handling of the demos that lead to deaths then they blame the demonstrators. BBI is not a panacea to post-election violence. #RejectBBI",0,,09-Nov-2020,947,False
314,TMutheki,@AL_KE_ That is in Nigeria and we all #RejectBBI,0,"Westlands, Nairobi, Kenya",09-Nov-2020,2129,False
315,solo_ambuku,"@george_ogw @citizentvkenya @skmusyoka Beware of the yeast of the #Pharisees ! The establishment sections of #ChurchKE have turned the house of God into a den of thieves, for hire as #BBINonsense brokers, and ready masquaraders of other misadventures. #RejectBBI 😷🤕 https://t.co/OmnaIXRQnU",0,"Mombasa, Kenya.",09-Nov-2020,36467,False
316,Francix_Munyoki,"Seems the BBI is a UhuRuto affair. Someone Probably Baba is being OUTSMARTED by the duo. ODM led by Raila had earlier rejected any amendment proposed by DP Ruto only to be ACCEPTED by his 'Brother' Uhuru. Is it Hide &amp; seek?
#RejectBBI",3,"Coast, Kenya",09-Nov-2020,1711,False
317,franklineronoh,@ledamalekina @RailaOdinga Hustlers won't beg like you. WE WILL REJECT IT AT THE BALLOT! #REJECTBBI,0,"Kericho, Kenya",09-Nov-2020,1402,False
318,NzeliMakau,"This is my property and is suitable for a Petro Station or commercial structures.

The area is prime and the price is neg.

.Note:The title deed is ready.

Retweet please

KPLC Bondo Raila Odinga Wacha #UhuruNaKazi Narok South Sudan Somalia #RejectBBI Ginibi Elsa Majimbo https://t.co/cLdvUD8GKT",5,,09-Nov-2020,1,False
319,petermucech,Big brother project #RejectBBI,0,nairobi,09-Nov-2020,1269,False
320,michaelchalo3,@kipmurkomen This is Kenya the way it is going the economy will collapse by overburdening wanjiku.Politicians want to over milk the cow.the cow will die.#RejectBBI,0,Nairobi,09-Nov-2020,51,False
321,SelflessSomali,Plz Mr Raila you should learn from the #USAElections2020 .Its called winner take all stop disturbing the country everytime you lose and calling for referendum #RejectBBI #,0,"Nairobi, Kenya",09-Nov-2020,1048,False
322,Wishfmradio,"#Pfizer Inc announces 90% effective COVID-19 vaccine.
Pfizer Inc said its experimental COVID-19 vaccine was more than 90% effective,a major victory in the fight against a pandemic that has killed more than a million people.
#RejectBBI 
Somalia
South Sudan
Russian
#Pfizervaccine https://t.co/Psnw0Q4bY7",0,Kenya,09-Nov-2020,1690,False
323,Kaydee2018,"@ledamalekina @RailaOdinga #rejectbbi, BBI nonsense",0,,09-Nov-2020,18,False
324,itshotnigga,"@WilliamsRuto As a mwanainchi wa kawaida, I have no idea what BBI is and how effective it could be in shaping the future of the next generation. But I can tell by how this people are aggressively pushing it, it's not meant for us but for them. I'm on supporting you sir. 💯#REJECTBBI!",0,,09-Nov-2020,94,False
325,reagun_odinare,"Cry no more this will be over soon
https://t.co/42ayLgJluz

Bondo
ngong
Narok
#eucovid19responseke
South Sudan
BBI Report
#RejectBBI
Ginimbi #SokoNews
Elsa Majimbo
#MamboMseto
Naivasha
#JengaNaRoyalMabati
Passaris
#IkoKaziKE
Presidential
#kplc
Mpesa
#SCBlackNovember",0,"Nairobi, Kenya",09-Nov-2020,348,False
326,halimatmusa13,"thank you sir excellent thinking mr chairman
#inecchairman #TrumpCollapse #RejectBBI #JengaNaRoyalMabati #BETTERNIGERIA #MyGearAndYourGownEP10 #inecnigeria https://t.co/GJazwEp1Ff",1,,09-Nov-2020,6,False
327,Wishfmradio,"Hell’s Gate Member of the County Assembly John Njuguna popularly known as Wa Sussy has succumbed to COVID-19.
According to County Assembly Speaker Joel Kairu Maina, the MCA died on Monday at Nakuru Nursing Home where he had been receiving treatment.
#RejectBBI 
mombasa
Ginimbi https://t.co/Z6Or0haEUd",1,Kenya,09-Nov-2020,1690,False
328,lionkaranja,"@RailaOdinga Not unless a clause forcing perennial looser in Elections like you to Concede and Shutup. #RejectBBI 
#BBIFraud",0,,09-Nov-2020,564,False
329,KwanBoKiptoo,@KiigenKoech @RailaOdinga Not yet over until we see it done. Meanwhile #RejectBBI,0,,09-Nov-2020,388,False
330,EvansKoech_,"In as much as we want to support our Youth we must cultivate that law so that it is not misused by business people.#RejectBBI

raila odinga
Narok
Kenya https://t.co/BUWlTAAZ9c",0,,09-Nov-2020,22,False
331,gina_maha,"Kenyans don't want unity. We want freedom. Freedom from corrupt and violent police, freedom from a corrupt government, and a choking, abhorrent tax regime. We want freedom to start businesses that will flourish, without the govt taxing them to death. #RejectBBI https://t.co/Ob7YuLfouR",1,kenya,09-Nov-2020,1812,False
332,Trylinksystems2,"Most wireless keyboards today work on 2.4 GHz radio frequency. Call 0727042454 or WhatsApp us on  https://t.co/g9ZvGVds9H
#angamizacoronaug Bondo comoros Elsa Majimbo Passaris #dearruto #UhuruNaKazi Safaricom BBI Report #RejectBBI #SokoNews Naivasha Nakuru https://t.co/c4I2Xghudi",0,,09-Nov-2020,2,False
333,Tiondo1,"@NationAfrica Historical land injustices can only be addressed by a truth, justice and reconciliation process followed by real reparations! It needs an act of parliament to do it and not Bibiyai #RejectBBI",0,Moiben; Eldoret - Uasin Gishu,09-Nov-2020,436,False
334,Olamide84979617,"BREAKING: Muazu Takes Over as INEC acting Chairman https://t.co/WESapuAKH2 

#EndSARS #EndSARS #OneNigeria #ASUU #EndPoliceBrutality #RejectBBI #BidenHarris2020",2,"Federal Capital Territory, Nig",09-Nov-2020,191,False
335,BuyukaFestus,@kipmurkomen You can have papers but how to apply them is a another disaster.If Africans could have stopped to worship western cultures we could be miles ahead .African countries will end up producing theory oriented graduate with no practical knowledge as future leaders of Africa #RejectBBI,0,,09-Nov-2020,4103,False
336,gathoniN1,"@ledamalekina @RailaOdinga Kenyans we must reject leaders who speak for a section of us and work for their tummies. 
#RejectBBI",0,Kenya,09-Nov-2020,331,False
337,Kimaani,#RejectBBI it is a waste of time. https://t.co/bNkg77aNDP,1,"Nairobi, Kenya",09-Nov-2020,3760,False
338,gathoniN1,"@ledamalekina @RailaOdinga you and him are enough for the pastoralist? 
And you sat down over a cup of 🍵? 
Kenyans we must fight for Katiba2010
#RejectBBI",0,Kenya,09-Nov-2020,331,False
339,gathoniN1,"@FauzKhalid Wapwani needs will be met in Katiba2020.
Do not lose focus with #BBINonsense 
#RejectBBI",0,Kenya,09-Nov-2020,331,False
340,mimis_naija,"Good Day Jollof Rice.🙄😯 [SWIPE LEFT] 
Please can you come to me? cos I crave to have you right now... 😟 And I mean right now😜""
#ThePowerOfTacha #COVID19 #AMAs #VoteKiddwaya #RejectBBI #EndSARS #EndSARS #EndSARS #EndSARS #NaijaWhichWay #NigerianYouths #NigerianYouths https://t.co/GqVGHhLRFU",0,"Lagos, Nigeria",09-Nov-2020,9,False
341,KwanBoKiptoo,@jjogola @I_am_Gathoni @ledamalekina @RailaOdinga @ledamalekina  is loosing direction. He is following instincts which is not his. Hana msimamo na ni kama hajaelewa ruBBIsh document.  I thing he is making his decisions basing on hearsays. #RejectBBI,0,,09-Nov-2020,388,False
342,KwanBoKiptoo,"@KiigenKoech So Tinga has accepted to open the document?, Thanks to the Doyen WSR. #RejectBBI",0,,09-Nov-2020,388,False
343,I_am__ladykay,"And someone would tell me that the average northerner has sense.
How can you be supporting an administration that kills her own tribe? 
#COVID19 #RejectBBI #RahamaSadau https://t.co/BuoQgJhlAg",0,,09-Nov-2020,525,False
344,VicOchiel,"Joke of the year;@AnneWaiguru telling Kenyans that BBI will end corruption😜😜 
#RejectBBI",0,Kisumu,09-Nov-2020,237,False
345,E_niphemy,"@DonaldJTrumpJr Make cool money now https://t.co/SBeOeSf5WS
#ThePowerOfTacha 
#COVID19 
#AMAs 
#VoteKiddwaya 
#RejectBBI 
#4corners 
#SafaricomHYResults 
#VoteEFF 
#AUSvIND 
#AssassinsCreed 
#vaccine",0,"Lagos, Nigeria",09-Nov-2020,26,False
346,koech_chinese,@ledamalekina @RailaOdinga Meanwhile let #RejectBBI,0,Eldoret Uasin-Gishu County,09-Nov-2020,21308,False
347,E_niphemy,"@Reuters @realDonaldTrump Make cool money now https://t.co/SBeOeSf5WS
#ThePowerOfTacha 
#COVID19 
#AMAs 
#VoteKiddwaya 
#RejectBBI 
#4corners 
#SafaricomHYResults 
#VoteEFF 
#AUSvIND 
#AssassinsCreed 
#vaccine",0,"Lagos, Nigeria",09-Nov-2020,26,False
348,ajwangramogi,"I am a proud Muslim however i do not understand  the power and the feeling that captures me anytime i listen to the #catholic song ,""Anayekula mwili wako"" ! So heavenly and calming

#RejectBBI",0,AFRICA,09-Nov-2020,958,False
349,koech_chinese,"Bondo and Baba Raila  is trending, Hope is not what am Thinking 
#RejectBBI
#BBINonsense",0,Eldoret Uasin-Gishu County,09-Nov-2020,21308,False
350,Obudumountainr1,"PARADISE VIEW: ANGEL VALLEY ☁️
#ThePowerOfTacha #OneNigeria #4corners #VoteKiddwaya #9November #COVID19 #RejectBBI #anya #SafaricomHYResults #naija #Nigeria #Nigerian https://t.co/WrdyYbTigN",0,,09-Nov-2020,23,False
351,KwanBoKiptoo,"@ledamalekina @RailaOdinga You are turning to be a ""WATERMELON the 2nd"". You are always undergoing MWOSHO MOJA by the capitol launderer, kwani hii mg'aro haiishi ama ni vile umezoea kujichafua kila mara!!? #RejectBBI",0,,09-Nov-2020,388,False
352,ochegoken,@RailaOdinga First the ECONOMY and then the rest will follow. First things first. #RejectBBI,0,,09-Nov-2020,1019,False
353,KarokiMbuti,Bad pick up line hapa😂😂#elsamajimbo #SafaricomHYResults #RejectBBI #Wakstikitaka #COVID19 #UhuruNaKazi https://t.co/9zgKYJ5prc,0,"Nairobi, Kenya",09-Nov-2020,1680,False
354,maffigrai,You never know who's an intruder 💣💥 #emotions #real #dope #different #MondayVibes #FeelSoHighWithMAGO #4corners #COVID19 #anya #RejectBBI #PowerYourDreams #Wakstikitaka #RCBvSRH #usdtry #OneNigeria #Pfizer #Gisel #Hercai #brackenfellhigh #NeverAgain #NCT재민 #MUFC https://t.co/fcPfpXsKcT,0,,09-Nov-2020,597,False
355,snnyamao,"There are those who have pegged their political careers on insulting the DP and hoping that he leads the #RejectBBI camp... to those we say SHAME.

A constitutional moment cannot be owned by few selfish individuals.

We Must Come together and have an all inclusive #BBIReport",0,Kenya,09-Nov-2020,2561,False
